,Name,Discounted Price,Market Price,Ratings,Processor,Ram,OS,Hard Disk,Display,Spec1,Spec2,Spec3,Spec4,Spec5,Spec6,Spec7
288,HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,"₹1,51,133",N/A,N/A,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,"HP Support Assistant, HP JumpStart, HP Audio Switch, HP Connection Optimizer, Microsoft Office Home and Student 2016",1 Year Onsite Warranty,,,,,
289,Acer NITRO 5 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce ...,"₹74,990","₹1,29,999",4.4,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,43.94 cm (17.3 inch) Display,1 Year International Warranty,,,,,,
290,MSI Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce GTX 1070...,"₹1,85,990",N/A,4.2,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",256 GB SSD for Reduced Boot Up Time and in Game Loading,MSI SHIFT Technology Minimizes Noise and Temperature and Maximizes Battery Life,NVIDIA Geforce GTX 1070 for Desktop Level Performance,Intel Core i7 Processor (7th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,43.94 cm (17.3 inch) Display,2 Years Warranty,,
291,Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN245P Thin and Light Laptop,"₹75,990","₹79,990",N/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
292,HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0082TX Laptop,"₹1,16,941",N/A,N/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP Support Assistant, Omen Command Center",1 Year Onsite Warranty,,,,,
293,HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1...,"₹1,37,098",N/A,N/A,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",NVIDIA Geforce GTX 1060 for Desktop Level Performance,128 GB SSD for Reduced Boot Up Time and in Game Loading,Full HD LED Backlit Anti-glare Display for Better Visual Experience,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,"Cyberlink Power Media Player, Omen Audio Control, Omen Command Center, Support Assistant 8.0, Recovery Manager Installer for Windows 10",1 Year Onsite Warranty,
294,Acer Aspire 3 Athlon Dual Core - (4 GB/1 TB HDD/Windows 10 Home) A315-23 Laptop,"₹34,298",N/A,N/A,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Configuration Manager, Acer Product Registration, Quick Access",1 Year International Travelers Warranty (ITW),,,,,
295,HP Envy x360 Ryzen 5 Hexa Core - (8 GB/256 GB SSD/Windows 10 Home) 13-ay0044AU 2 in 1 Laptop,"₹74,990","₹80,018",4.6,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,,,,,
296,HP Pavilion 13 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-an0046tu Thin and Light Laptop,"₹79,251",N/A,N/A,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,"HP Audio Switch, HP Support Assistant",1 Year Onsite Warranty,,,,,
302,Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN206P Thin and Light Laptop,"₹41,990","₹65,990",4.4,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
303,HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ap0100TU 2 in 1 Laptop,"₹1,40,337",N/A,N/A,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,"HP Support Assistant, HP JumpStart, HP Audio Switch, HP Connection Optimizer, Microsoft Office Home and Student 2016",1 Year Onsite Warranty,,,,,
304,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1050) GL62 7R...,"₹95,990",N/A,N/A,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",NVIDIA Geforce GTX 1050 for Desktop Level Performance,Full HD LED Backlit Anti-glare Display for Better Visual Experience,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,Dragon Gaming Center,2 Years Warranty,,
305,Asus FX503 Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GT...,"₹87,990",N/A,5,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",NVIDIA Geforce GTX 1050 for Desktop Level Performance,Additional Fan Overboost Function Maximizes Cooling Efficiency,A High Capacity Battery Ensures Stay Productive and Entertained Throughout the Day,Powered by ICEpower Technology which Delivers Truly Immersive Listening and Gaming Experiences,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,2 Years Onsite Warranty,
306,Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN239P Thin and Light Laptop,"₹75,990","₹79,990",N/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
307,HP Pavilion Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce G...,"₹94,543",N/A,3.3,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,"HP Audio Switch, HP CoolSense, HP Support Assistant",1 Year Onsite Warranty,,,,,
308,Acer Predator Triton 300 Core i7 9th Gen - (8 GB/2 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹94,990","₹1,25,999",4.7,144 Hz Refresh Rate- It can display upto 144 frames per second.,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,"Acer Product Registration, Acer Collection",1 Year International Travelers Warranty (ITW),,,,
309,Acer Aspire Core i3 6th Gen - (4 GB/128 GB SSD/Windows 10 Home) X349-M Laptop,"₹49,449",N/A,N/A,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i3 Processor (6th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),,,,,
310,Asus Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M433IA-EB591TS Thin and Light Laptop,"₹60,190",N/A,N/A,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"My Asus, Splendid, Microsoft Office Home and Student 2019",1 Year Onsite Warranty,,,,,
311,MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 165...,"₹82,990","₹89,990",N/A,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",2 Years Carry In Warranty,,,,,
312,Asus VivoBook Flip 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) TP412FA-EC371TS 2 in 1 Lapt...,"₹51,990","₹52,520",4.1,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,"My Asus, Splendid, Pre-Installed MS Office Home and Student 2019",1 Year Onsite Warranty,,,,,
313,Asus VivoBook 15 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X512FL-EJ501T Thin ...,"₹55,990","₹56,511",3.8,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,My Asus,1 Year Onsite Warranty,,,,,
314,Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN246P Thin and Light Laptop,"₹75,990","₹79,990",N/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
315,Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN196P Thin and Light Laptop,"₹41,990","₹65,990",4.4,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
316,Acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹1,29,999",N/A,4.5,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Dual Fan Cooling with Metal AeroBlade 3D,128 GB SSD for Reduced Boot Up Time and in Game Loading,Upgradable SSD Upto 512 GB and RAM Upto 32 GB,NVIDIA Geforce GTX 1050Ti for Desktop Level Performance,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Collection, Acer Configuration Manager, Quick Access",1 Year International Travelers Warranty (ITW)
317,Asus ROG Zephyrus S Core i7 9th Gen - (24 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX...,"₹3,22,990",N/A,N/A,Intel Core i7 Processor (9th Gen),24 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,,,,,,
318,Asus ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX334FL-A5822T...,"₹88,490","₹1,05,990",N/A,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,"Asus Splendid, Microsoft Office Home and Student 2019",1 Year Onsite Warranty,,,,,
319,Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN247P Thin and Light Laptop,"₹75,990","₹79,990",N/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
320,Asus ROG Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1050) GL553...,"₹1,07,990",N/A,4.3,2.8 GHz with Turbo Boost Upto 3.8 GHz Clock Speed,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",NVIDIA Geforce GTX 1050 for Desktop Level Performance,Full HD LED Backlit Ultra Slim 300-nits Anti-glare Display,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,2 Years Onsite Warranty,,
321,Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN249P Thin and Light Laptop,"₹75,990","₹79,990",N/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),,,,,,
322,Lenovo Legion Y530 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"₹76,990","₹95,000",4.3,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,"Lenovo App Explorer, Lenovo Companion 3.0",1 Year Onsite Warranty,,,,,
323,Asus VivoBook S14 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S430FN-EB...,"₹79,990","₹86,990",4.4,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,"Asus Splendid, Asus Smart Gesture",1 Year Limited International Hardware Warranty,,,,,
324,Alienware Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2070) m1...,"₹2,64,990","₹2,93,080",N/A,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",,,,,
325,Alienware Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2080 wit...,"₹3,39,990","₹3,49,478",5,Intel Core i9 Processor (10th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",,,,,
